date,hour,type,1431A,1432A,1433A,1434A,1437A,2880A,3136A
20200103,12,PM2.5,50.0,66.0,74.0,74.0,72.0,62.0,98.0
20200103,13,PM2.5,48.0,66.0,67.0,58.0,58.0,48.0,66.0
20200103,14,PM2.5,40.0,55.0,59.0,48.0,51.0,43.0,50.0
20200103,15,PM2.5,44.75569152832031,54.0,53.06211471557617,51.0,50.0,43.0,43.0
20200103,16,PM2.5,,49.0,64.0,51.0,51.0,44.0,47.0
20200103,17,PM2.5,,49.0,64.0,52.0,52.0,45.0,52.0
20200103,18,PM2.5,,52.0,64.0,53.0,56.0,49.0,55.0
20200103,19,PM2.5,,53.0,69.0,54.0,64.0,58.0,52.0
20200103,20,PM2.5,61.0,59.0,71.0,60.0,69.0,63.0,62.0
20200103,21,PM2.5,69.9834976196289,72.0,73.0,71.0,77.0,66.0,63.0
20200103,22,PM2.5,68.0,77.0,74.0,77.0,81.0,74.0,69.0
20200103,23,PM2.5,74.0,80.0,79.0,82.0,84.0,81.0,78.0
20200104,0,PM2.5,79.0,83.0,82.0,81.0,89.0,,73.0
20200104,1,PM2.5,81.0,90.0,86.0,78.0,91.0,,63.0
20200104,2,PM2.5,86.0,87.0,89.0,78.0,90.0,,57.0
20200104,3,PM2.5,87.0,90.0,91.0,83.0,89.0,82.16111755371094,76.7530517578125
20200104,4,PM2.5,94.0,95.0,96.0,87.0,89.0,,78.69685363769531
20200104,5,PM2.5,87.0,100.0,94.0,87.0,89.0,,60.0
20200104,6,PM2.5,96.0,96.0,82.0,77.0,90.0,,60.0
20200104,7,PM2.5,98.0,94.0,82.0,77.0,89.0,,59.0
20200104,8,PM2.5,92.0,98.0,86.0,77.0,84.0,,61.0
20200104,9,PM2.5,90.0,100.0,88.0,89.0,98.0,82.36134338378906,64.0
20200104,10,PM2.5,84.0,118.0,86.0,93.0,117.0,85.94419860839844,68.0
20200104,11,PM2.5,100.0,126.0,,105.0,111.0,,
20200104,12,PM2.5,104.0,120.0,,106.0,118.0,,66.0
20200104,13,PM2.5,104.0,115.0,118.0,106.0,124.0,,66.0
20200104,14,PM2.5,104.0,113.0,122.0,106.0,114.0,91.83651733398438,68.0
20200104,15,PM2.5,107.74274444580078,,126.0,116.0,119.0,95.89530181884766,85.0
20200104,16,PM2.5,97.0,105.0,122.0,108.0,123.0,92.48629760742188,79.0
20200104,17,PM2.5,86.0,111.0,119.0,102.0,111.0,,83.0
20200104,18,PM2.5,56.0,97.0,110.0,101.0,104.0,84.79962921142578,87.0
20200104,19,PM2.5,38.0,87.0,100.0,85.0,91.0,,87.0
20200104,20,PM2.5,40.0,86.0,92.0,,91.0,77.17919921875,88.0
20200104,21,PM2.5,36.0,81.0,92.0,78.0,88.0,,87.0
20200104,22,PM2.5,28.0,80.0,90.0,76.0,89.0,,84.0
20200104,23,PM2.5,22.0,79.0,92.0,75.0,94.0,73.66142272949219,78.0
20200105,0,PM2.5,28.0,79.0,91.0,77.0,91.0,,77.0
20200105,1,PM2.5,22.0,78.0,87.0,74.0,,69.34078216552734,72.0
20200105,2,PM2.5,53.0,78.0,86.0,73.0,,,71.0
20200105,3,PM2.5,82.0,82.0,83.0,71.0,,78.65384674072266,73.0
20200105,4,PM2.5,74.0,83.0,78.0,75.0,82.63568115234375,,74.0
20200105,5,PM2.5,42.0,80.0,78.0,76.0,,,77.0
20200105,6,PM2.5,59.0,84.0,81.0,76.0,,,80.0
20200105,7,PM2.5,104.0,88.0,81.0,80.0,,84.2844467163086,81.0
20200105,8,PM2.5,145.0,86.0,83.0,88.0,,,81.0
20200105,9,PM2.5,166.0,92.0,88.0,88.0,,94.97148895263672,80.0
20200105,10,PM2.5,159.0,98.0,96.0,90.0,99.0,85.0,83.0
20200105,11,PM2.5,198.0,104.0,101.0,90.0,100.0,84.0,96.0
20200105,16,PM2.5,97.0,76.0,108.0,99.0,108.0,88.0,103.0
20200105,17,PM2.5,101.0,91.0,105.0,101.0,109.0,89.0,109.0
20200105,18,PM2.5,108.0,113.0,106.0,101.0,105.0,89.0,108.0
20200105,19,PM2.5,113.0,129.0,108.0,114.0,111.0,90.0,107.0
20200105,20,PM2.5,127.0,133.0,112.0,123.0,130.0,104.0,110.0
20200105,21,PM2.5,135.0,140.0,123.0,123.0,134.0,114.0,112.0
20200105,22,PM2.5,123.0,127.0,125.0,121.0,125.0,110.0,114.0
20200105,23,PM2.5,121.0,123.0,128.0,,121.0,102.0,
20200106,0,PM2.5,121.0,121.0,116.0,106.0,120.0,103.0,114.2706298828125
20200106,1,PM2.5,126.0,119.0,115.0,103.0,120.0,103.0,
20200106,2,PM2.5,138.0,117.0,114.0,103.0,121.0,105.0,115.25001525878906
20200106,3,PM2.5,125.0,118.0,112.0,115.0,124.0,107.0,
20200106,4,PM2.5,103.0,123.0,117.0,118.0,128.0,110.0,
20200106,5,PM2.5,111.0,125.0,112.0,113.0,137.0,114.0,108.0
20200106,6,PM2.5,105.0,126.0,98.0,112.0,125.0,96.0,105.0
20200106,7,PM2.5,81.0,127.0,96.0,100.0,117.0,88.0,103.0
20200106,8,PM2.5,68.0,124.0,106.0,104.0,102.0,84.0,106.0
20200106,9,PM2.5,124.0,123.0,116.0,105.0,99.0,,109.0
20200106,10,PM2.5,119.0,123.0,120.0,108.0,95.0,81.0,111.0
20200106,11,PM2.5,142.0,121.0,123.0,110.0,99.0,77.0,114.0
20200106,13,PM2.5,116.0,74.0,92.0,75.0,91.0,75.0,69.0
20200106,14,PM2.5,125.0,76.0,92.0,63.0,91.0,73.0,67.0
20200106,15,PM2.5,125.0,74.0,94.0,59.0,91.0,69.0,66.0
20200106,16,PM2.5,110.0,69.0,93.0,65.0,79.0,70.0,64.0
20200106,17,PM2.5,102.0,75.0,77.44551849365234,61.0,66.0,69.0,41.0
20200106,18,PM2.5,86.0,65.0,90.0,60.0,61.0,59.0,42.0
20200106,19,PM2.5,78.0,78.0,63.0,63.0,66.0,59.0,44.0
20200106,20,PM2.5,94.0,85.0,68.0,72.0,91.0,78.0,41.0
20200106,21,PM2.5,93.0,84.0,67.0,66.0,98.0,83.0,42.0
20200106,22,PM2.5,70.4180908203125,52.0,50.0,50.0,77.0,78.0,53.145347595214844
20200106,23,PM2.5,88.0,52.0,58.0,50.0,67.0,62.0,
20200107,0,PM2.5,,58.0,59.0,51.0,67.0,59.0,
20200107,1,PM2.5,95.0,62.0,57.0,52.0,64.0,55.0,
20200107,2,PM2.5,89.0,61.0,59.0,56.0,64.0,57.0,
20200107,3,PM2.5,86.0,60.0,65.0,53.0,72.0,,
20200107,4,PM2.5,,,64.0,53.0,85.0,,
20200107,5,PM2.5,,74.0,65.0,60.0,90.0,68.68718719482422,60.722511291503906
20200107,6,PM2.5,75.799072265625,75.0,72.0,58.0,92.0,69.84046936035156,
20200107,7,PM2.5,64.0,72.0,69.0,58.0,90.0,,
20200107,8,PM2.5,62.0,72.0,67.0,61.0,90.0,67.6177749633789,
20200107,9,PM2.5,67.0,71.0,76.0,61.0,92.0,,
20200107,10,PM2.5,81.0,70.0,79.0,61.0,76.0,75.0,
20200107,11,PM2.5,79.0,60.0,70.0,51.0,65.0,60.0,54.58625030517578
20200107,12,PM2.5,62.0,57.0,61.0,49.0,63.0,59.0,
20200107,13,PM2.5,58.0,56.0,55.0,44.0,60.0,50.0,42.0
20200107,14,PM2.5,58.0,,53.0,44.0,50.0,46.0,37.0
20200107,15,PM2.5,49.0,49.0,46.0,40.0,47.0,44.0,34.0
20200107,16,PM2.5,41.0,48.0,39.0,39.0,50.0,43.0,37.0
20200107,17,PM2.5,44.0,,,36.0,45.0,41.0,40.0
20200107,18,PM2.5,48.0,44.0,40.0,36.0,42.0,36.0,39.0
20200107,19,PM2.5,51.0,46.0,44.0,42.0,47.0,40.0,43.0
20200109,23,PM2.5,55.0,57.0,44.0,40.0,56.0,45.0,51.0
20200110,0,PM2.5,60.0,59.0,44.0,50.0,50.0,40.0,55.0
20200110,1,PM2.5,64.0,60.0,47.0,52.0,56.0,43.0,57.0
20200110,2,PM2.5,64.0,42.0,45.0,42.0,,39.0,54.0
20200110,3,PM2.5,62.0,40.0,38.0,34.0,,42.0,45.0
20200110,4,PM2.5,54.0,43.0,36.0,36.0,61.0,44.0,40.0
20200110,5,PM2.5,50.0,46.0,36.0,32.0,55.0,41.0,41.88692092895508
20200110,6,PM2.5,49.0,51.0,32.0,29.0,45.0,36.0,
20200110,7,PM2.5,41.0,46.0,25.0,31.0,54.0,38.0,
20200110,8,PM2.5,33.0,41.0,34.0,32.0,,29.0,
20200110,9,PM2.5,27.0,38.0,32.0,26.0,,28.0,37.0
20200110,10,PM2.5,28.0,34.0,27.0,26.0,,24.0,44.0
20200110,11,PM2.5,40.0,32.0,27.0,,,24.0,36.0
20200110,12,PM2.5,44.0,33.0,26.0,,,21.0,29.0
20200110,13,PM2.5,,28.0,23.0,,34.4043083190918,21.0,31.0
20200110,14,PM2.5,23.0,29.0,26.0,7.0,32.60952377319336,23.0,28.0
20200110,15,PM2.5,27.0,27.0,29.0,8.0,,25.0,
20200110,16,PM2.5,34.0,25.0,23.0,8.0,,21.0,
20200110,17,PM2.5,34.0,28.0,26.0,9.0,,23.0,25.452133178710938
20200110,18,PM2.5,26.5228328704834,32.0,27.0,11.0,,25.0,
20200110,19,PM2.5,36.0,35.0,29.0,13.0,,30.0,
20200110,20,PM2.5,42.0,37.0,30.0,16.0,40.0,34.0,25.0
20200110,21,PM2.5,45.0,38.0,33.0,19.0,46.0,38.0,32.0
20200115,18,PM2.5,54.0,33.0,39.0,35.0,42.0,41.0,37.0
20200115,19,PM2.5,56.0,35.0,41.0,40.0,44.0,42.0,37.0
20200115,20,PM2.5,59.0,38.0,45.0,43.0,49.0,44.0,39.0
20200115,21,PM2.5,57.0,37.0,48.00352096557617,46.0,54.0,52.0,37.0
20200115,22,PM2.5,54.0,41.0,47.0,48.0,57.0,,39.0
20200115,23,PM2.5,56.0,38.0,47.0,50.0,56.0,,43.0
20200116,0,PM2.5,55.0,43.0,48.0,48.0,53.0,50.763816833496094,45.33416748046875
20200116,1,PM2.5,57.0,45.0,51.0,50.0,57.0,55.0,
20200116,2,PM2.5,60.0,43.0,55.0,,51.0,48.0,
20200116,3,PM2.5,65.0,42.0,56.0,50.025115966796875,52.0,50.0,
20200116,4,PM2.5,64.0,43.0,54.0,,57.0,55.0,
20200116,5,PM2.5,63.0,43.0,56.0,50.74793243408203,,55.0,
20200116,6,PM2.5,64.0,46.0,45.0,,,56.0,
20200116,7,PM2.5,62.0,45.0,44.0,49.662269592285156,,56.0,
20200116,8,PM2.5,58.0,43.0,43.0,,,54.0,
20200116,9,PM2.5,55.0,43.0,44.0,48.0897216796875,,54.0,44.92829513549805
20200116,10,PM2.5,57.0,48.0,50.0,,,52.0,46.49921417236328
20200116,11,PM2.5,47.0,44.0,45.0,,,41.0,42.19443130493164
20200116,12,PM2.5,42.0,30.0,40.0,,,39.0,
20200116,13,PM2.5,45.0,29.0,35.0,,,45.0,
20200116,14,PM2.5,46.0,33.0,34.0,42.07046127319336,44.9438591003418,45.0,
20200116,15,PM2.5,39.0,32.0,31.0,,42.5635871887207,41.0,
20200116,16,PM2.5,39.0,35.0,29.0,39.5418586730957,,39.0,36.31843185424805
20200116,17,PM2.5,36.0,34.0,30.0,,24.0,32.0,
20200116,18,PM2.5,30.0,39.0,27.0,,23.0,28.0,
20200116,19,PM2.5,33.0,40.0,28.0,37.58440399169922,28.0,33.0,
20200116,20,PM2.5,34.0,,32.0,39.449951171875,33.0,38.0,
20200116,21,PM2.5,39.0,,34.0,40.4628791809082,36.0,38.0,36.313419342041016
20200116,22,PM2.5,42.0,,35.0,41.57106018066406,38.0,39.0,37.22260665893555
20200116,23,PM2.5,45.0,,35.0,,40.0,39.0,36.88724899291992
20200117,0,PM2.5,48.0,37.4030647277832,34.0,,38.0,36.0,
20200117,1,PM2.5,73.0,,33.0,,42.0,42.0,
20200117,2,PM2.5,73.0,42.16583251953125,32.0,47.095970153808594,54.0,,30.0
20200117,3,PM2.5,74.0,,39.0,,64.0,62.0,32.0
20200117,4,PM2.5,81.0,,42.0,,66.0,63.0,31.0
20200117,5,PM2.5,78.0,,54.0,,72.0,68.0,32.0
20200117,6,PM2.5,66.92469787597656,,54.0,74.0,73.0,68.0,32.0
20200117,7,PM2.5,,53.04423904418945,56.0,66.0,69.0,66.0,34.0
20200117,8,PM2.5,61.0,66.0,51.0,64.0,66.0,60.0,44.0
20200117,9,PM2.5,59.0,65.0,65.0,65.0,67.0,56.0,50.0
20200118,18,PM2.5,68.0,75.0,72.0,38.0,81.0,68.0,69.0
20200118,19,PM2.5,67.0,80.0,76.0,32.0,79.0,72.0,78.0
20200118,20,PM2.5,71.0,88.0,75.0,44.0,77.0,68.0,77.0
20200118,21,PM2.5,78.0,85.0,71.0,49.0,72.0,67.0,84.0
20200118,22,PM2.5,,78.0,74.0,51.0,67.0,60.0,79.0
20200118,23,PM2.5,98.0,68.0,72.0,45.0,66.0,65.0,78.0
20200119,0,PM2.5,106.0,59.0,83.0,53.0,72.0,72.0,78.0
20200119,1,PM2.5,105.0,59.0,92.0,71.0,74.0,74.0,75.0
20200119,2,PM2.5,98.0,70.0,88.0,79.0,75.0,76.0,77.0
20200119,3,PM2.5,95.0,71.0,,85.0,81.0,79.83808135986328,77.0
20200119,4,PM2.5,99.0,71.0,72.0,93.0,87.0,81.0,72.0
20200119,5,PM2.5,99.0,81.0,77.10372924804688,81.0,83.0,78.0,63.0
20200119,6,PM2.5,91.0,78.0,75.57450866699219,80.0,88.0,78.0,56.0
20200119,7,PM2.5,86.0,76.0,71.0,79.0,87.0,76.0,69.34137725830078
20200119,8,PM2.5,84.0,76.0,68.0,79.0,,72.0,
20200119,9,PM2.5,84.0,76.0,69.0,82.0,79.0,70.0,71.1221923828125
20200119,10,PM2.5,77.0,74.0,69.0,85.0,78.0,67.0,70.19044494628906
20200119,11,PM2.5,52.0,69.0,62.0,82.0,63.0,59.0,
20200119,12,PM2.5,38.0,36.0,52.0,47.0,46.0,41.0,48.36173629760742
20200119,13,PM2.5,27.0,33.0,32.0,24.0,35.0,38.0,20.0
20200119,14,PM2.5,26.0,26.0,29.0,13.0,25.0,32.0,23.0
20200122,13,PM2.5,109.0,123.0,125.0,115.0,115.0,121.0,90.0
20200122,14,PM2.5,111.0,122.0,123.0,116.0,114.0,118.0,82.0
20200122,15,PM2.5,107.0,114.0,114.0,110.0,111.0,112.0,82.0
20200122,16,PM2.5,101.0,105.0,102.0,104.0,112.0,108.0,78.0
20200122,17,PM2.5,101.0,108.0,94.0,106.0,103.0,100.0,79.0
20200122,18,PM2.5,96.0,105.0,95.0,109.0,97.0,96.0,81.0
20200122,19,PM2.5,96.0,101.0,93.0,108.0,98.0,97.0,81.0
20200122,20,PM2.5,100.0,98.0,93.0,105.0,100.0,101.0,97.90425872802734
20200122,21,PM2.5,103.0,99.0,99.0,97.0,103.0,102.0,93.0
20200122,22,PM2.5,120.0,108.0,100.0,105.0,109.0,105.0,98.0
20200122,23,PM2.5,136.0,108.0,104.0,104.0,,116.0,104.0
20200123,0,PM2.5,139.0,124.0,110.0,109.0,115.0106201171875,132.0,102.0
20200123,1,PM2.5,135.0,158.0,126.0,147.0,,135.0,102.0
20200123,2,PM2.5,141.0,158.0,135.0,131.0,,141.0,99.0
20200123,3,PM2.5,152.0,149.0,158.0,110.0,,163.0,112.0
20200123,4,PM2.5,136.0,164.0,152.0,151.0,159.0,155.0,122.0
20200123,5,PM2.5,118.0,156.0,129.0,140.0,145.0,136.0,122.0
20200123,6,PM2.5,114.0,149.0,123.0,123.0,125.0,109.0,116.0
20200123,7,PM2.5,106.0,120.0,107.0,118.0,93.0,84.0,112.0
20200123,8,PM2.5,94.0,137.0,,109.0,88.0,81.0,112.0
20200123,9,PM2.5,92.0,140.0,110.0,132.0,84.0,77.0,108.0
20200123,10,PM2.5,100.56311798095703,138.0,97.0,136.0,82.0,80.0,109.0
20200123,11,PM2.5,,134.0,88.0,129.0,87.0,82.0,110.0
20200123,12,PM2.5,,132.0,86.0,118.0,,74.0,113.0
20200123,13,PM2.5,,141.0,91.0,132.0,,69.0,122.0
20200123,14,PM2.5,107.34156799316406,148.0,,137.0,104.28176879882812,75.0,115.0
20200123,15,PM2.5,,143.0,122.0,134.0,,77.0,111.0
20200123,16,PM2.5,100.97555541992188,126.0,104.0,119.0,,85.0,104.0
20200123,17,PM2.5,,120.2156753540039,96.0,111.0,95.73799896240234,92.0,117.0
20200123,18,PM2.5,,137.0,102.0,112.0,,91.0,127.0
20200123,19,PM2.5,106.33354949951172,147.0,100.0,119.0,103.26446533203125,93.0,126.0
20200123,20,PM2.5,,,103.0,141.0,,104.0,153.0
20200123,21,PM2.5,118.9928970336914,167.0,111.0,148.0,,114.0,155.0
20200123,22,PM2.5,,180.0,125.0,149.0,,121.0,159.0
20200123,23,PM2.5,,188.0,117.0,,119.0804443359375,113.0,160.0
20200124,0,PM2.5,,154.0,119.0,133.0,,114.0,150.0
20200124,1,PM2.5,,136.0,122.0,121.0,,121.0,154.0
20200124,2,PM2.5,,135.0,118.0,106.0,,116.0,164.0
20200124,3,PM2.5,,126.0,112.0,106.0,,92.0,174.0
20200124,4,PM2.5,,106.0,95.0,89.0,,84.0,177.0
20200124,5,PM2.5,,84.0,83.0,73.0,,68.0,175.0
20200124,6,PM2.5,84.95160675048828,68.0,77.0,46.0,,60.0,158.0
20200124,7,PM2.5,,55.0,55.0,21.0,,46.0,132.0
20200124,8,PM2.5,,56.0,46.0,,,42.0,121.0
20200124,9,PM2.5,,56.0,48.0,,70.98395538330078,47.0,103.0
20200124,10,PM2.5,67.99698638916016,58.0,50.0,,,49.0,81.0
20200124,11,PM2.5,43.0,59.0,51.0,52.16190719604492,56.491981506347656,50.0,63.0
20200124,12,PM2.5,36.0,49.0,49.0,47.5911979675293,,42.0,47.0
20200124,13,PM2.5,30.0,40.0,36.0,,,32.0,39.0
20200124,14,PM2.5,26.0,36.0,34.0,55.0,45.86896896362305,28.0,44.0
20200124,15,PM2.5,27.0,34.0,26.0,44.0,27.0,26.0,38.0
20200124,16,PM2.5,26.0,41.0,30.0,52.0,26.0,25.0,34.0
20200124,19,PM2.5,26.0,33.0,23.0,35.0,25.0,25.0,33.0
20200124,20,PM2.5,28.0,37.0,25.0,36.0,27.0,25.0,37.0
20200124,21,PM2.5,31.0,39.0,28.0,41.0,29.0,27.0,46.0
20200124,22,PM2.5,34.0,52.0,31.0,44.0,34.0,31.0,44.0
20200124,23,PM2.5,46.0,61.0,33.0,52.0,40.0,36.0,70.0
20200125,0,PM2.5,51.0,56.0,38.0,51.0,45.0,41.0,71.0
20200125,1,PM2.5,54.0,61.0,34.0,44.0,49.0,44.0,99.0
20200125,2,PM2.5,64.0,60.0,36.0,45.0,43.0,43.0,111.0
20200125,3,PM2.5,72.0,62.31208801269531,38.0,44.0,,43.0,117.0
20200125,4,PM2.5,72.0,59.83987808227539,54.213138580322266,44.0,46.0,43.0,85.0
20200125,5,PM2.5,70.0,,,42.0,45.0,42.0,68.0
20200125,6,PM2.5,84.0,62.84275436401367,,43.0,62.0,62.0,62.0
20200125,7,PM2.5,72.9291000366211,69.49327850341797,63.37363052368164,70.0,72.0,67.0,90.0
20200125,8,PM2.5,,68.255126953125,,60.0,58.0,55.0,118.0
20200125,9,PM2.5,,67.82666015625,57.0,57.0,,52.0,122.0
20200125,10,PM2.5,,,56.0,55.0,,65.73041534423828,116.0
20200125,11,PM2.5,65.98054504394531,66.0,54.0,51.0,,52.0,95.0
20200125,12,PM2.5,,60.0,48.0,47.0,,51.0,74.0
20200125,13,PM2.5,,62.0,47.0,52.20954895019531,,44.0,58.0
20200125,14,PM2.5,,48.0,40.0,44.0,,41.0,50.0
20200125,15,PM2.5,51.20147705078125,43.0,35.0,,,40.0,42.0
20200125,16,PM2.5,,45.0,33.0,35.0,44.904205322265625,37.0,37.0
20200125,17,PM2.5,,47.0,33.0,38.0,,38.0,36.0
20200125,18,PM2.5,50.59511184692383,46.0,34.0,39.0,,39.0,37.0
20200125,19,PM2.5,,47.0,35.0,40.0,,40.0,37.0
20200125,20,PM2.5,,42.0,33.0,37.0,44.29938507080078,40.0,30.0
20200125,21,PM2.5,,38.0,30.0,28.0,,32.0,31.0
20200125,22,PM2.5,30.0,35.0,28.0,26.0,,29.0,32.0
20200125,23,PM2.5,28.0,36.0,29.0,26.0,,28.0,34.0
20200126,0,PM2.5,29.0,37.0,30.0,29.0,,29.0,33.0
20200126,1,PM2.5,30.0,38.0,31.0,30.0,,30.0,33.0
20200126,2,PM2.5,32.0,39.0,32.0,31.0,42.1043815612793,31.0,33.0
20200126,3,PM2.5,33.0,39.0,33.0,30.0,42.527587890625,33.0,34.0
20200126,4,PM2.5,34.0,38.0,34.0,32.0,42.74359893798828,33.0,33.0
20200126,5,PM2.5,36.0,38.0,36.0,33.0,,36.0,33.0
20200126,6,PM2.5,38.0,37.0,,34.0,,44.0,36.01170349121094
20200126,7,PM2.5,44.0,39.0,40.0,36.0,44.21946716308594,50.0,
20200126,8,PM2.5,46.0,40.0,38.0,37.0,,54.0,
20200126,9,PM2.5,46.0,40.0,38.0,38.0,,45.0,
20200126,10,PM2.5,46.0,43.0,38.0,33.0,34.0,,
20200126,11,PM2.5,46.0,51.0,35.0,33.0,,40.366783142089844,
20200126,12,PM2.5,46.0,42.0,,34.0,32.0,34.0,
20200126,13,PM2.5,46.0,32.0,,34.0,30.0,49.0,35.930477142333984
20200126,14,PM2.5,46.0,31.0,,32.0,33.0,41.0,35.00800704956055
20200126,15,PM2.5,46.0,31.0,35.86962890625,31.0,33.0,35.0,
20200126,16,PM2.5,46.0,31.0,,24.0,28.0,31.0,
20200126,17,PM2.5,46.0,38.0,,27.0,27.0,29.0,
20200126,18,PM2.5,46.0,36.0,,34.0,32.0,32.0,34.681636810302734
20200126,19,PM2.5,46.0,43.0,31.0,40.0,,43.0,37.35706329345703
20200126,20,PM2.5,47.0,61.0,37.0,59.0,54.0,56.0,44.19525146484375
20200126,21,PM2.5,60.0,66.0,47.0,62.0,60.0,59.0,48.013328552246094
20200126,22,PM2.5,50.0,66.0,54.0,64.0,59.0,55.0,47.48371887207031
20200126,23,PM2.5,46.0,61.0,59.0,54.0,55.0,50.0,
20200127,0,PM2.5,44.0,62.0,55.0,53.0,51.0,45.0,43.82801055908203
20200127,1,PM2.5,37.0,56.0,53.0,48.0,45.0,39.0,
20200127,2,PM2.5,32.0,54.0,49.0,48.0,43.0,36.0,
20200127,3,PM2.5,32.0,49.0,46.0,43.0,44.0,41.0,38.538448333740234
20200127,4,PM2.5,36.0,46.0,42.0,42.0,42.0,39.0,
20200127,5,PM2.5,34.0,42.0,40.0,38.0,46.0,44.0,37.91181945800781
20200127,6,PM2.5,32.0,44.0,35.0,34.0,41.0,37.0,
20200127,7,PM2.5,30.0,41.0,39.0,36.0,37.0,34.0,
20200127,8,PM2.5,26.0,,36.0,31.0,33.0,30.0,
20200127,9,PM2.5,28.0,,33.0,29.0,31.0,27.0,
20200127,10,PM2.5,28.0,37.0,31.0,31.0,33.0,30.0,
20200127,11,PM2.5,31.0,42.0,33.0,36.0,35.0,31.0,39.0
20200127,12,PM2.5,32.0,42.0,34.0,38.0,39.0,33.0,39.0
20200127,13,PM2.5,32.0,39.0,36.0,36.0,43.0,37.0,40.0
20200127,14,PM2.5,33.0,36.0,35.0,37.0,47.0,,41.0
20200127,15,PM2.5,39.0,32.0,,32.0,46.0,37.68830490112305,42.0
20200127,16,PM2.5,39.0,34.0,32.0,28.0,42.0,36.248390197753906,40.0
20200127,17,PM2.5,36.0,32.0,28.0,32.0,38.0,,36.0
20200127,18,PM2.5,34.0,39.0,30.0,30.0,38.0,,34.0
20200127,19,PM2.5,33.0,48.0,32.0,41.0,39.0,37.68136215209961,36.0
20200127,20,PM2.5,32.0,34.0,,40.0,33.0,,36.0
20200127,21,PM2.5,34.49553298950195,23.0,,40.0,33.0,,40.0
20200127,22,PM2.5,39.0,25.0,34.99836730957031,47.0,35.0,,40.0
20200127,23,PM2.5,43.0,31.0,36.617431640625,48.0,38.0,,40.0
20200128,0,PM2.5,48.0,38.0,,45.0,41.0,,40.0
